ID,Title,Brand,Category,Description,Specifications
ZuUKzmkqDyQwdcwhxkwepX,"","Kenwood","Personal Audio/Bluetooth Receivers and Transmitters","No description available","Picture Size: 6.95 inches (diagonal; Display System: TN LCD panel; Drive System: TFT active matrix system; Number of Pixels: 1,152,000 (800H x 480V x RGB); Effective Pixels: 99.99 %; Pixel Arrangement: RGB striped arrangement; Back Lighting: LED; Connector type: Type-C; USB Standard: USB 2.0 High Speed; File System: FAT16, FAT32, exFAT, NTFS; Maximum Power Supply Current: DC 5 V 3.0 A &times; 1; D/A Converter: 24 bit/32 bit; Audio Decoder: MP3 / WMA / AAC / WAV / FLAC / Vorbis; Video Decoder: MPEG-1 / MPEG-2 / MPEG-4 / WMV / H.264; 92 kHz: 20 &ndash; 88,000 Hz; 96 kHz: 20 &ndash; 44,000 Hz; 48 kHz: 20 &ndash; 22,000 Hz; 44.1 kHz: 20 &ndash; 20,000 Hz; IEEE Standard: 802.11 a/b/g/n/ac; Frequency Range: Dual Band (2.4GHz/5GHz); Channels: Auto(1-11ch) / Auto(149,153,157,161ch); Transfer rates (MAX): 11a: 54 Mbps / 11b: 11 Mbps / 11g: 54 Mbps / 11n: 300 Mbps / 11ac: 867 Mbps; Technology: Bluetooth Ver.5.0; Frequency: 2.402 &ndash; 2.480 GHz; Maximum Communication range: Line of sight approx. 10m (32.8 ft); Audio Codec: SBC / AAC; HFP (V1.7) (Hands Free Profile): ; SPP (Serial Port Profile): ; A2DP (Advanced Audio Distribution Profile): ; AVRCP (V1.6) (Audio/Video Remote Control Profile): ; PBAP (Phonebook Access Profile): ; Connector type: Type-D; Input Resolution: ; VGA (640x480p @59.94Hz/60Hz): ; 480p (720x480p @59.94Hz/60Hz): ; 720p (1280x720p @59.94Hz/60Hz): ; Input Audio Type: 32K/44.1K/48K/88.2K/96K/176.2K/192K Hz 16 bit/20 bit/24 bit Linear PCM; Band: 13 Band; Frequency (BAND1 &ndash; 13): 62.5/100/160/250/400/630/1k/1.6k/2.5k/4k/6.3k/ 10k/16k Hz; Frequency: Through, 30/40/50/60/70/80/90/100/120/150/180/220/250 Hz; Slope: -6/-12/-18/-24 dB/Oct.; Frequency: 30/40/50/60/70/80/90/100/120/150/ 180/220/250 Hz, Through; Slope: -6/-12/-18/-24 dB/Oct.; Frequency: 250/300/1k/1.6k/2.5k/4k/5k/6.3k/8k/10k/12.5k Hz; Slope: -12/-18/-24 dB/Oct.; Frequency: Through, 50/60/70/80/90/100/120/150/180/220/250/300 Hz 250/300/1k/1.6k/2.5k/4k/5k/6.3k/8k Hz, Through; Slope: -12/-18/-24 dB/Oct.; Frequency: 30/40/50/60/70/80/90/100/120/150 Hz, Through; Slope: -12/-18/-24 dB/Oct.; Front/Rear/Subwoofer Delay: 0 &ndash; 20.01 ft (0.03 or 0.04 ft Step); Gain: -8 &ndash; 0 dB; Subwoofer level: -50 &ndash; +10 dB; Frequency Range (step): 87.9 MHz &ndash; 107.9 MHz (200 kHz); Frequency Response (&plusmn; 3.0 dB): 20 Hz &ndash; 20 kHz; S/N Ratio: 80 dB (STEREO); Frequency Range (step): 530 kHz &ndash; 1700 kHz (10 kHz); Frequency Response (&plusmn; 3.0 dB): 40 Hz &ndash; 15 kHz; S/N Ratio (dB): 80 dB (STEREO); Frequency Range (step): 87.9 MHz &ndash; 107.9 MHz (200 kHz); Usable Sensitivity (S/N: 30 dB): 9.3 dBf (0.8 &mu;V/ 75 &Omega;); Quieting Sensitivity (S/N: 46 dB): 10.2 dBf (1.13 &mu;V/ 75 &Omega;); Frequency Response (&plusmn; 3.0 dB): 30 Hz &ndash; 15 kHz; S/N Ratio (dB): 65 dB (MONO); Selectivity (&plusmn; 400 kHz): Over 80 dB; Stereo Separation: 45 dB (1 kHz); Frequency Range (step): 530 kHz &ndash; 1700 kHz (10 kHz); Usable Sensitivity: 28 dB&mu;; Color System of External Video Input: NTSC/PAL; External Audio Max Input Level (mini jack): 2 V/25 k&Omega;; Video Input Level (RCA jacks): 1 Vp-p/75 &Omega;; Video Output Level (RCA jacks): 1 Vp-p/75 &Omega;; Maximum Power (Front &amp; Rear): 50 W &times; 4; Typical Power Output (Front &amp; Rear): ; Full Bandwidth Power (at less than 1% THD): 22 W &times; 4; Output frequency band: 20 &ndash; 88,000 Hz; Preout Level (V): 5 V/10 k&Omega;; Preout Impedance: &le; 300 &Omega;; Speaker Impedance: 4 &ndash; 8 &Omega;; Operating Voltage: 12V DC car battery; Installation Dimensions (W &times; H &times; D): 7"" &times; 3-15/16"" &times; 3-3/8""; With Sleeve: 7-3/16"" &times; 4-7/16"" &times; 3-3/8""; Weight with Sleeve: 3.2 lbs"
ZuUKzmkqDyQwdcwhxkwgLo,"","Kenwood","Personal Audio/Bluetooth Receivers and Transmitters","No description available","Picture size: 6.75 inches (diagonal); W x H: 6"" x 3-1/8""; Display system: AAS LCD panel; Drive system: TFT active matrix system; Number of pixels: 2,764,800 (1280H x 720V x RGB); Effective pixels: 99.99%; Pixel arrangement: RGB striped arrangement; Back lighting: LED; Connector Type: Type-C; USB Standard: USB2.0 High Speed; File System: FAT 16/32, exFAT, NTFS; Maximum Power Supply Current: DC5V=3.0A; D/A Converter: 24/32Bit; Audio Decoder: MP3 / WMA / AAC / WAV / FLAC / Vorbis; Video Decoder: MPEG1/2,MPEG4 / WMV / H.264 / MKV; 192k Sampling: 20 - 88,000 Hz; 96k Sampling: 20 - 44,000 Hz; 48k Sampling: 20 - 22,000 Hz; 44.1k Sampling: 20 - 20,000 Hz; Mode: Sink; Copyright protection: HDCP2.2; Touch Control: UIBC; IEEE Standard: 802.11 a/b/g/n/ac; Frequency Range: Dual Band ( 2.4GHz / 5GHz ); Channels:: ; Auto (1-11ch): ; Auto (149,153,157,161ch): ; 11a: 54 Mbps / 11b: 11 Mbps /; 11g: 54 Mbps / 11n: 300 Mbps /; 11ac: 867 Mbps; Technology: Bluetooth Ver 5.0; Frequency: 2.402 - 2.480 GHz; Maximum Communication range: Line of sight approx.10m(32.8ft); Audio Codec: SBC / AAC / LDAC; Multi Profile Support: Multi Profile; HFP (V1.7) (Hands Free Profile): ; SPP (Serial Port Profile): ; A2DP (Advanced Audio Distribution Profile): ; AVRCP (V1.6) (Audio/Video Remote Control Profile): ; PBAP (Phonebook Access Profile): ; Connector Type: Type-D; VGA (640x480p @59.94Hz/60Hz): ; 480p (720x480p @59.94Hz/60Hz): ; 720p(1280x720p @59.94Hz/60Hz): ; BAND: 13 Band; Frequency (Hz) (BAND1-13): 62.5/100/160/250/400/630/1k/1.6k/2.5k/4k/6.3k/10k/16k; Gain: -9/-8/-7/-6/-5/-4/-3/-2/-1/0/1/2/3/4/5/6/7/8/9[dB]; 2Way X'Over: ; SLOPE: -6/-12/-18/-24[dB/Oct.]; SLOPE: -6/-12/-18/-24[dB/Oct.]; SLOPE: -12/-18/-24[dB/Oct.]; 250/300/1k/1.6k/2.5k/4k/5k/6.3k/8k/Through: ; SLOPE: -12/-18/-24[dB/Oct.]; SLOPE: -12/-18/-24[dB/Oct.]; Front / Rear /Subwoofer Delay: 0 - 20.01ft (0.03or0.04ft Step); Gain: -8 to 0dB; Subwoofer Level: -50 to +10dB; Frequency Range: 87.9MHz - 107.9MHz; (Frequency step): (200kHz); Frequency Response: 20Hz - 20kHz (&plusmn;3.0 dB); S/N: 80dB (STEREO); Frequency Range: 530kHz - 1700kHz; (Frequency step): (10kHz); Frequency Response: 40Hz - 15kHz (&plusmn;3.0 dB); S/N: 80dB(STEREO); Frequency Range: 87.9MHz - 107.9MHz; (Frequency step): (200kHz); Usable sensitivity: 9.3dBf; S/N 30db: 0.8&mu;V/75&Omega;; Quieting sensitivity: 10.2dBf; DIN S/N 46dB: 1.13&mu;V / 75Ohms; Frequency response: 30Hz - 15kHz (&plusmn;3.0dB); S/N(dB): 65dB (MONO); Selectivity: Over 80dB (&plusmn;400kHz); Stereo separation: 45dB (1kHz); Frequency Range: 530kHz - 1700kHz; (Frequency step): (10kHz); Usable sensitivity: 28dB&mu;; Video&nbsp;&nbsp;&nbsp;: ; Color system of external video input: NTSC/PAL; External audio max input level (Mini jacks): 2 V / 25 kOhms; Video Input level (RCA jacks): 1 Vp-p / 75 Ohms; Video Output level (RCA jacks): 1 Vp-p / 75 Ohms; Maximum Power Output (Front&amp;Rear): 50Wx4; Typical Power Output (Front&amp;Rear): Full Bandwidth Power (at less than 1%THD) 22Wx4; Output frequency band: 20 - 88,000Hz; Preout level (V): 5V / 10kOhms; Preout impedance (&Omega;): =&lt; 300 Ohms; Speaker Impedance (&Omega;): 4-8 Ohms; General Operating voltage: 12V DC Car Battery; Main Unit Installation size: 7"" x 3-15/16"" x 3-3/8""; With Sleeve: 7-3/16"" x 4-7/16"" x 3-3/8""; Weight Main unit (Sleeve included): 3.2 lb"
ZuUKzmkqDyQwdcwhxkx5tc,"","Sony Mobile","Personal Audio/Bluetooth Receivers and Transmitters","No description available","Model Code: XAV-AX3200; Spec: UC; Screen Size: 6.95""; Touch Panel: Resistive + AG; Output Power: 55W; EXTRA BASS: Yes (Off/1/2); Graphic Equalizer: 10Band Graphic Equalizer; DSO: Yes; Time Alignment: No; Pre Out: 3 Pre (Front / Rear / Sub x 1); High Voltage Pre Out: No; AUX input (Stereo Mini-Jack): No; AUX/Video input (RCA): Yes (Mini-Jack); Rear View Camera Input: Yes; Video Out: No; USB: Yes (Rear x1); Bluetooth: Yes; Extension Connector: No; Sirius XM Ready: Yes; DAB: No; Apple CarPlay: Yes; Android Auto: Yes; WebLink: Yes (WebLink CAST); Voice Command (Smartphone Function) Activate: Yes (Only CPAA); DVD/CD Playback: No; Sub Woofer Out initial: Normal; Sub Woofer adjust: Yes; Sub Woofer adjust initial: 0dB; Sub Woofer Phase: Yes (Normal/Reverse); Balance initial: Center; Fader initial: Center; High Pass Filter initial: OFF; Low Pass Filter initial: 100Hz; ATT initial: OFF; DVD LEVEL Adjust initial: No; Zone x Zone: No; PICTURE EQ initial: Dynamic; Aspect Ratio Initial: Full; USB High Charge: Yes / 1.5A; Firmware upgradability: Yes; Tag Indication: Yes (Except Flac and WAV); HD Radio embedded: No; Preset: FM18/AM12; Auto Memory: BTM; FM 50k/100k/200k change: No; AM 9k/10k change: No; RDS/EON: Yes (RBDS); AF: No; TA: No; List: Yes; Repeat: Yes; Repeat Initial: All; Shuffle: Yes; Shuffle initial: Off; Pause: Yes; ID3 Tag Indication (Version_ Title/Artist/Album): Yes; CUE/REV: Yes (Video: lock search); Max LayerNo./FolderNo./FileNo.: 8/1000/20000; MP3 playback: Yes; WMA playback: Yes; AAC playback: Yes; WAV playback: Yes; JPEG playback: No; MPEG-4 playback: Yes; H.264 playback: Yes; Divx playback: No; Xvid playback: Yes; PICTURE EQ: Yes; Version: Bluetooth Version 3.0; EDR: -; HFP: Yes (1.6); HSP: No; A2DP: Yes (1.3); OPP: No; DUN: No; SPP: No; AVRCP: Yes (1.3); AVRCP(MTE): No; PBAP: Yes (1.1); SAP: No; VDP: No; BIP: No; Speed dial: Yes (6 memories); Recent calls (No.of): Yes; Last dialed call: Yes (select from the dialed call history); Phonebook(Built-in): No; Phonebook code: UTF8; Phonebook Access via PBAP: Yes; Alphabetical Phonebook Sorting (Built-in): No; Alphabetical Phonebook Sorting (PBAP): Yes; Phone data password lock: No; Connection status (maximum No.): [1HFP/PBAP+1Audio]; Display for connecting list: No; Any Key Answer: No; Auto Answer: No; RF ON/OFF: Yes; DTMF: No; Internal ringtone: 1 (2016 Sony Mobile Ringtone); Noise canceller: Yes; Echo canceller: Yes; Ring alert select: No; Ring volume level control: Yes; Call volume level control: Yes; MIC GAIN Adjustment: Low/Mid/High; TEL out channel: Front / Rear / All; Voice Dial Activation: No; Built-in microphone: No; External microphone: Supplied; Battery remainder indication: Yes; Signal strength indication: Ye; Audio Codec: SBC / AAC; PAUSE: Yes; CUE/REV: Yes; TRACK +/-: Yes; Group (Folder) +/-: Yes; Audio Level Adjustment: Yes (-6dB to +6dB); Audio Level Adjustment initial: 0dB; Repeat Control (Audio Device side): Yes; Shuffle Control (Audio Device side): Yes; Meta Data Indication: Yes; Device Name: XAV-AX3200; Panel Surface Finish Color: Black; key illumination: Yes (White); Panel Detachability: No; LCD Type: TFT Active Matrix; Screen Aspect: 16:9; Resolution(DOT): 800 &times; 480; Dimmer: Yes; Dimmer Method: Auto/Manual select; Screen Mode: Yes: TYpe1 to 4; Color System: NTSC/PAL; Color System Auto switch: Yes; Contrast Ratio: 600; Viewing Angle (Contrast Ratio 10-1): 70/70/60/65 (L/R/U/D); Response Time (black to white/white to black): Tr+Tf= 30 mS; Brightness: 800 cd/m2; Dimmer Adjust: Yes; Screen Diagonal: 6.95""; Screen Size(WxH mm): 156.6 x 81.6 (mm); Dimmer Area: Display Monitor and Key; Monitor off mode: Yes; Menu: English/Spanish/French/German/Italian/Russian/Portuguese/Thai/Simplified Chinese/Traditional Chinese/Korean/Arabic/Indonesian; Caution: English/Spanish/French/German/Italian/Russian/Portuguese/Thai/Simplified Chinese/Traditional Chinese/Korean/Arabic/Indonesian; Menu/Caution Initial: English; ID3 Tag: English/Spanish/French/German/Italian/Russian/Portuguese/Thai/Simplified Chinese/Traditional Chinese/Korean/Arabic/Indonesian; Source List: Yes; Clock: 12H; Rotary commander ( )-Option: No; Remote Commander ( )-Option: RM-X170; Parking Control: Yes; Wallpaper Initial: Blue; Wallpaper customization: Yes; List Function: Yes; Aspect Ratio Select: Yes; Rear View Camera-In Marker Setting: Yes; Demo Mode: Yes; Version: USB2.0 (High speed); USB Mass Storage Device: Yes; USB Media Transfer Protocol: No; USB Hub: No; File System: exFAT, FAT12/16/32; Connection-enabled device list: WEB Support; Repeat: TRACK/FOLDER/DRIVE; Shuffle: OFF/FOLDER/DEVICE; Pause: Yes; Resume Play: Yes; Plug and Play: No; Audio Codec: PCM/MP3/WMA/AAC/FLAC; Audio Playable File Extension: wav/.mp3/.wma/.m4a/.flac; Video Codec: MPEG4-SP/AVC(H.264 Baseline)/WMV/MKV/XviD; Video Playable File Extension: .mp4/.wmv/.mkv; MTP: No; FM(Tuning range(MHz)/step(kHz)/de-emphasis(mus))65-74/30/50(or75)_87.5-108/50/50: No; FM(Tuning range(MHz)/step(kHz)/de-emphasis(mus)) 87.5-108/50/50: No; FM(Tuning range(MHz)/step(kHz)/de-emphasis(mus)) 87.5-107.9/200/75: Yes; FM(Tuning range(MHz)/step(kHz)/de-emphasis(mus)) 87.5-107.9/100/75: No; MW(Tuning range(kHz)/step(kHz)) 531-1602/9: No; MW(Tuning range(kHz)/step(kHz)) 530-1710/10: Yes; LW(Tuning range(kHz)/step(kHz)) 153-279/seek 9 manual 1: No; SW(Tuning range(kHz)/step(kHz)) 5950-6205/5: No; FM-Tuning range(MHz): 87.5-107.9; MW-Tuning range(kHz): 530-1710; LW-Tuning range(kHz): No; Accessibility: Closed Caption / TTS: No support; Preout output level(V): 2Vrms; Maximum output power (4ohms_ 1kHz_ 16V)(W): 55W; CTA2006 output power: 20W; CTA2006 S/N: 80dBA; Speaker impedance(ohms): 4-8&Omega;; Connector type: 16P; ANT connector: JASO; Dimensions (WxHxD)(mm): 178 x 100 x 139; Mounting dimensions (WxHxD)(mm): 182 x 111 x 120; Weight(kg): 1.0; Fitting Frame: No; Collar: No; Warranty card: Yes (NA for 1 year); ISO connector: No; MRP Sticker for 'IN' version(India): No; Maruti-CDO Stickers (MGA/Packing List/PartsNo.): No; Maruti Connector Cable: No; Remote Commander Remote Control: RM-170; Steering Remote Control cable: RC-SR1; Bluetooth microphone: Yes (Wired)"
ZuUKzmkqDyQwdcwhxl77C3,"","iFi Audio","Personal Audio/Portable Dacs and Amps","No description available","DSD:&nbsp;256/128/64, Quad/Double/Single-Speed: ; PCM:&nbsp;384/352.8/192/176.4/96/88.2/48/44.1kHz: ; DXD:&nbsp;384/352.8kHz: ; MQA:&nbsp;384/352.8kHz: ; Balanced: 4.4mm; S-Balanced (S-E): 3.5mm; Balanced: 400mW @ 32&Omega;; 6.3V @ 600&Omega;&nbsp;; S-Balanced (S-E): 280mW @ 32&Omega;; 3.2V @ 600&Omega;"
ZuUKzmkqDyQwdcwhxl7Puy,"","iFi Audio","Personal Audio/Headphone Amplifiers","No description available","Balanced: &le;0.0015%; Unbal: &le;0.007%; Balanced: &le;0.002%; Unbal:&nbsp;&nbsp; &le;0.006%: ; Balanced: &le;0.012%; Unbal: &le;0.2%; Balanced: &gt;145dB(A); UnBAL: &gt; 130dB(A)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;; Balanced: &gt;15,000mW (@ 16&Omega;); UnBAL: &gt;5,760mW (@ 16&Omega;)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;; Balanced: &gt;27.0V (@ 600&Omega;); UnBAL: &gt;14.0V (@600&Omega;)&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;; Balanced: &gt;9,030mW (@ 32&Omega;); UnBAL: &gt;3,120mW (@ 32&Omega;)&nbsp; &nbsp;&nbsp;; Balanced: &gt;20.9V (@ 600&Omega;); UnBAL: &gt;10.9V (@600&Omega;)&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;; Custom/Pro: 640V RMS max.; Normal: 320V RMS max.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;"
ZuUKzmkqDyQwdcwhxl81Ut,"","Panamax","Personal Audio/Phone and Tablet Accessories","No description available",""
ZuUKzmkqDyQwdcwhxl81l3,"","Panamax","Personal Audio/Phone and Tablet Accessories","No description available",""
ZuUKzmkqDyQwdcwhxl8p4E,"","Bose","Personal Audio/Carrying Cases and Protection","No description available","Bluetooth: Yes (5.3); Case Charging Input: USB-C; A 2DP Bluetooth Audio Streaming: ; Bluetooth: ; Bluetooth Low Energy: ; HFP Bluetooth: ; Snapdragon Sound: ; Wireless Connectivity: ; AAC Bluetooth: ; SBC Bluetooth: ; Plastic (PC-A BS): ; Metal: ; Silicone: ; Gold Plating: ; * Testing conducted by Bose with audio playback at a loudness of 75 dBA. Battery life varies based on settings and usage.: ; ** Testing conducted by Bose by inserting battery-depleted earbuds into a fully charged case, charging to 100% (or until the case battery was depleted), playing audio at a loudness of 75 dBA until earbud battery depletion, and repeating until case battery depletion.: ; *** Testing conducted by Bose by removing fully charged earbuds from the case, connecting to a phone with no content playing, and maintaining connection until earbud battery depletion.: "
ZuUKzmkqDyQwdcwhxl8saP,"","Bose","Personal Audio/Carrying Cases and Protection","No description available","Product: Plastic (PC-ABS), Silicone, Metal; Product Case: Plastic (Hard); Bud Single: 0.79"" x 1.23"" x 0.96""; Case: 2.34"" x 2.61"" x 1.05"""
ZuUKzmkqDyQwdcwhxl96BU,"","Sennheiser","Personal Audio/Carrying Cases and Protection","No description available","Up to 8 hrs music playtime with earbuds (ANC off): ; Up to 6 hrs music playtime with earbuds (ANC on): ; Up to 28 hrs overall music playtime with charging case (Test condition: iPhone, mid volume level 85dB)"
ZuUKzmkqDyQwdcwhxl99sR,"","Sony","Personal Audio/Carrying Cases and Protection","No description available","Battery Life (Continuous Communication Time): Max. 6 hrs (NC ON) | Max. 7 hrs (NC OFF); Battery Charge Method: USB charger | Wireless charger (with case); Battery Life (continuous music playback time): Max. 8 hrs (NC ON) | Max. 12 hrs (NC OFF); Bluetooth&reg; version: Bluetooth Specification Version 5.3; Effective Range: 10 m; Frequency Range: 2.4 GHz band (2.4000 GHz - 2.4835 GHz); Profile: A2DP, AVRCP, HFP, HSP, TMAP, CSIP, MCP, VCP, CCP; Supported Audio Format(s): SBC, AAC, LDAC, LC3; Supported Content Protection: SCMS-T; Dimension: Approx.&nbsp;2.54"" x 1.57"" x&nbsp;1.04""; Weight: Approx. 39 g (.08 lbs); Ambient Sound Mode: Yes; General Features(Active Headphones): Yes; Driver Unit: 8.4 mm; Frequency Response (Bluetooth&reg; Communication): 20–20,000 Hz (44.1 kHz sampling) | 20–40,000 Hz (LDAC 96 kHz sampling 990 kbps); Headphone Type: Closed, dynamic; Wearing Style: Yes (IPX4 equivalent); Ambient Sound Mode: Yes; Quick Attention: Yes; Weight: Approx. 11.8 g (.02 lbs)"
ZuUKzmkqDyQwdcwhxl9BBF,"","Sony","Personal Audio/Carrying Cases and Protection","No description available","Battery Life (Continuous Communication Time): Max. 24 hrs (NC ON) , Max. 32 hrs (NC OFF); Battery Charge Method: USB; Battery Charge Time: Approx. 3.5 hrs; Battery Life (continuous music playback time): Max. 30 hrs (NC ON), Max. 40 hrs (NC OFF); Bluetooth&reg; version: Bluetooth Specification Version 5.2; Effective Range: 32.81 ft; Frequency Range: 2.4 GHz band (2.4000–2.4835 GHz); Profile: A2DP, AVRCP, HFP, HSP; Supported Audio Format(s): SBC, AAC, LDAC; Supported Content Protection: SCMS-T; General Features: ; Cord Length: approx. 3.94 ft; Cord type: Single-sided (detachable); Driver Unit: 11.82 in; Frequency Response: 4 Hz–40,000 Hz (JEITA); Frequency Response (Active Operation): 4 Hz–40,000 Hz; Frequency Response (Bluetooth&reg; Communication): 20 Hz–20,000 Hz (44.1 kHz Sampling) 20 Hz–40,000 Hz (LDAC 96 kHz Sampling 990 kbps); Headphone Type: Closed, dynamic; Impedance (Ohm): 48 ohm (1 kHz) (when connecting via the headphone cable with the unit turned on), 16 ohm (1 kHz) (when connecting via the headphone cable with the unit turned off); Input(s): Stereo Mini Jack; Magnet: Neodymium; Passive Operation: Yes; Plug: Gold-plated L-shaped stereo mini plug; 102 dB (1 kHz) / mW (when connecting via the headphone cable with the unit turned on): ; 100 dB (1 kHz) / mW (when connecting via the headphone cable with the unit turned off): ; Ambient Sound Mode: Yes; Atmospheric Pressure Optimizing: Yes; Personal NC Optimizer: Auto NC Optimizer; Quick Attention: Yes; Weight: Approx. 8.82 oz"
ZuUKzmkqDyQwdcwhxl9CGa,"","Soundcore","Personal Audio/Carrying Cases and Protection","No description available","1.7 hours to fully charge the charging case: ; 2.2 hours to fully charge the charging case and the earbuds: "
ZuUKzmkqDyQwdcwhxl9DU0,"","Soundcore","Personal Audio/Carrying Cases and Protection","No description available","1.7 hours to fully charge the charging case: ; 2.2 hours to fully charge the charging case and the earbuds: "
ZuUKzmkqDyQwdcwhxl9yZo,"","Ortofon","Personal Audio/Replacement Parts","No description available","TM 14U: "
ZuUKzmkqDyQwdcwhxlBINl,"","McIntosh","Home Audio/Amplifiers","No description available","3 Front Channels: 250 Watts into 8 Ohms or 300 Watts into 4 Ohms; 4 Surround Channels: 125 Watts into 8 Ohms or 200 Watts into 4 Ohms; 8 Ohms: 2.5dB; 4 Ohms: 3.5dB; 8 Ohms: &gt;85; 4 Ohms: &gt;45; 7 Balanced: ; 7 Unbalanced: "
ZuUKzmkqDyQwdcwhxlBLNc,"","NAD Electronics","Home Audio/Amplifiers","No description available","THD (20 Hz &ndash; 20 kHz): &lt;0.005 % at 2V out; Signal-to-Noise Ratio: &gt;95 dB (IHF; A-weighted, ref. 500 mV out, unity gain); Channel separation: ; &gt;100 dB (1 kHz): ; &gt;90 dB (10 kHz): ; Input impedance (R and C): 28 kohms + 360 pF; Maximum input signal: &gt;4.5 Vrms (ref. 0.1 % THD); Output impedance: 440 ohms; Input sensitivity: 270 mV (ref. 500 mV out, Volume maximum); Frequency response: &plusmn;0.3 dB (20 Hz &ndash; 20 kHz); Maximum voltage output -IHF load: &gt;2 V (ref. 0.1 % THD); THD (20 Hz &ndash; 20 kHz): &lt;0.03% at 2 V out; Signal-to-Noise Ratio: &gt;79 dB (200 ohms source; A-weighted, ref. 500 mV out); Input Impedance (R and C): 46 kohms/100 pF; Input sensitivity: 5.5 mV (ref. 500 mV out, Volume maximum); Frequency response: &plusmn;0.3 dB (20 Hz &ndash; 20 kHz); Maximum input signal at 1kHz: &gt;80 mVrms (ref. 0.1 % THD); THD (20 Hz &ndash; 20 kHz): &lt;0.005% at 1V out; Signal-to-Noise Ratio: &gt;96 dB (32 ohms loads; A-WTD, ref. 2 V out, unity gain; Frequency response: &plusmn;0.3 dB (20 Hz &ndash; 20 kHz); Channel separation: &gt;60 dB at 1kHz; Supported operating system: Music playback from network shares on the following desktop operating systems: Microsoft Windows XP, 2000, Vista, 7, 8 to current Windows Operating Systems and macOS versions; Mobile Application: Free BluOS Controller App available for download from the respective App stores of Apple iOS devices (iPad, iPhone and iPod), Android devices, Kindle Fire and Windows or macOS desktops; Continuous output power into 8 ohms and 4 ohms: 100W (ref. 20 Hz-20 kHz at rated THD, both channels driven); THD (20 Hz &ndash; 20 kHz): &lt;0.03% (250 mW to 100 W, 8 ohms and 4 ohms); Signal-to-Noise Ratio: &gt;95dB (A-weighted, 500 mV input, ref. 1 W out in 8 ohms); Clipping power: &gt;115 W (at 1 kHz 0.1 % THD); 8 ohms: 180 W; 4 ohms: 250W; 2 ohms: 300 W; &nbsp;&gt;75dB (1 kHz): ; &gt;70dB (10 kHz): ; Gross dimensions (W x H x D): 17-1/4"" x 4-3/8"" x 14""****; Net weight: 22 lbs"
ZuUKzmkqDyQwdcwhxlCAFl,"","JBL","Home Audio/Receivers","No description available",""
ZuUKzmkqDyQwdcwhxlCAe0,"","JBL","Home Audio/Receivers","No description available","HDMI eARC: Yes; HDMI Audio Return Channel: Yes; 8K HDMI input connectors (HDMI 2.1, HDCP 2.3 up to 8K/60Hz, 4K/120Hz): 3; HDMI 2.1 enhanced gaming features: Gaming-VRR, ALLM, QFT, HFR (4K@120Hz); HDR 10+, Dolby Vision: Yes , Yes; File format: MP3 / MPEG-4 AAC; Pure Analog: Yes; EZ Set EQ: Yes; Front channel bi-amp: Yes; Digital signal processing: up to 24-bit/192kHz; Mains voltage: 110 – 240V, 50–60Hz; Max. power consumption: 700W; Standby power consumption: &lt;0.5W; Channels: 7.2; FTC Rated Output Power (20Hz– 20kHz, 2 channels driven, 1% THD max, 8O): 125W; Rated Power @ 8O (20Hz – 20kHz, 2 channels driven, 0.5% THD max): 125 W RMS; Rated Power @ 4O (20Hz – 20kHz, 2 channels driven, 0.5% THD max): 175 W RMS; HDMI Input/Output: 6/ 2; Wi-Fi: Yes (2.4/5GHz); Bluetooth receiver: Yes (v5.3, Low Energy, APTX HD, APTX Adaptive); Bluetooth transmit: Yes; Digital Audio Input: 1 Coax, 1 Optical, 1 USB; Stereo analog input: 2 single-ended RCA (line level), 1 Moving Magnet Phono input + Ground; Pre-Out (single ended RCA): Stereo Zone 2, Subwoofer 1, Subwoofer 2; Ethernet: RJ45 Gigabit, WiFi Onboard; Including feet and speaker terminals (W x H x D): 17.0"" x 5.3"" x 15.6""; Weight: 16.4 lbs."
